R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0

R,R,0
R,R,0
R,R,0
R,R,0
R,R,0
R,R,0
P,R,-1
P,R,-1
P,R,-1
R,R,0
R,R,0
R,R,0
R,R,0
S,R,1
S,R,1
S,R,1
S,R,1
S,R,1
S,R,1
S,R,1
R,R,0
R,R,0
R,R,0
R,R,0
R,R,0
R,R,0
R,R,0
R,R,0
